player,nation,pos,squad,comp,age,born,90s,gls,sh,sot,sot%,sh/90,sot/90,g/sh,g/sot,dist,fk,pk,pkatt,xg,npxg,npxg/sh,g-xg,np:g-xg
Vincent Marchetti,FRA,MF,Ajaccio,Ligue 1,25,1997,27.2,0,37,9,24.3,1.36,0.33,0.0,0.0,22.8,1.0,0,0,2.3,2.3,0.06,-2.3,-2.3
Riccardo Marchizza,ITA,DF,Sassuolo,Serie A,24,1998,3.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,30,1992,24.7,1,8,1,12.5,0.32,0.04,0.13,1.0,10.6,0.0,0,0,1.2,1.2,0.15,-0.2,-0.2
Emiliano Marcondes,DEN,MF,Bournemouth,Premier League,27,1995,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Óscar de Marcos,ESP,DF,Athletic Club,La Liga,33,1989,31.3,1,4,2,50.0,0.13,0.06,0.25,0.5,20.3,0.0,0,0,0.4,0.4,0.1,0.6,0.6
Alberto Marí,ESP,GK,Valencia,La Liga,21,2001,1.0,1,2,1,50.0,2.09,1.05,0.5,1.0,10.7,0.0,0,0,0.2,0.2,0.12,0.8,0.8
José Mari,ESP,MF,Cádiz,La Liga,34,1987,4.4,0,5,2,40.0,1.13,0.45,0.0,0.0,24.1,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Pablo Marí,ESP,DF,Monza,Serie A,28,1993,27.6,1,10,2,20.0,0.36,0.07,0.1,0.5,15.2,0.0,0,0,0.6,0.6,0.06,0.4,0.4
José María Giménez,URU,DF,Atlético Madrid,La Liga,27,1995,26.9,2,22,8,36.4,0.82,0.3,0.09,0.25,14.1,0.0,0,0,2.0,2.0,0.09,0.0,0.0
Mariano,DOM,FW,Real Madrid,La Liga,28,1993,1.7,0,5,0,0.0,2.87,0.0,0.0,0.0,10.3,0.0,0,0,0.6,0.6,0.11,-0.6,-0.6
Pablo Marín,ESP,DF,Real Sociedad,La Liga,19,2003,4.0,0,9,4,44.4,2.25,1.0,0.0,0.0,16.6,0.0,0,0,1.2,1.2,0.14,-1.2,-1.2
Răzvan Marin,ROU,MF,Empoli,Serie A,26,1996,28.2,2,33,8,24.2,1.17,0.28,0.06,0.25,27.6,10.0,0,0,1.4,1.4,0.04,0.6,0.6
Diego Mariño,ESP,GK,Almería,La Liga,32,1990,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Guillermo Maripán,CHI,DF,Monaco,Ligue 1,28,1994,24.0,3,16,6,37.5,0.67,0.25,0.19,0.5,10.7,0.0,0,0,1.6,1.6,0.1,1.4,1.4
Marlon,BRA,DF,Monza,Serie A,26,1995,17.7,0,5,1,20.0,0.28,0.06,0.0,0.0,11.0,0.0,0,0,0.3,0.2,0.05,-0.3,-0.2
Omar Marmoush,EGY,FW,Wolfsburg,Bundesliga,23,1999,16.4,5,48,16,33.3,2.93,0.98,0.1,0.31,15.0,1.0,0,0,6.1,6.1,0.13,-1.1,-1.1
Marquinhos,BRA,MF,Arsenal,Premier League,19,2003,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Marquinhos,BRA,DF,Paris S-G,Ligue 1,28,1994,30.2,2,18,4,22.2,0.6,0.13,0.11,0.5,9.2,0.0,0,0,2.1,2.1,0.11,-0.1,-0.1
Luca Marrone,ITA,DF,Monza,Serie A,32,1990,1.5,0,1,0,0.0,0.67,0.0,0.0,0.0,17.6,0.0,0,0,0.1,0.1,0.1,-0.1,-0.1
Eric Martel,GER,MF,Köln,Bundesliga,20,2002,22.4,1,28,8,28.6,1.25,0.36,0.04,0.13,20.6,0.0,0,0,1.7,1.7,0.06,-0.7,-0.7
Roger Martí,ESP,FW,Elche,La Liga,31,1991,7.3,0,6,2,33.3,0.82,0.27,0.0,0.0,15.6,0.0,0,0,0.6,0.6,0.09,-0.6,-0.6
Roger Martí,ESP,FW,Cádiz,La Liga,31,1991,7.1,1,15,3,20.0,2.11,0.42,0.07,0.33,14.9,0.0,0,0,2.5,2.5,0.16,-1.5,-1.5
Anthony Martial,FRA,FW,Manchester Utd,Premier League,26,1995,10.9,6,26,12,46.2,2.39,1.1,0.19,0.42,13.2,0.0,1,1,6.2,5.5,0.21,-0.2,-0.5
Aarón Martín,ESP,DF,Mainz 05,Bundesliga,25,1997,20.5,5,18,7,38.9,0.88,0.34,0.28,0.71,25.9,8.0,0,1,2.2,1.4,0.08,2.8,3.6
Ander Martin,ESP,DF,Real Sociedad,La Liga,21,2000,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Andrés Martín,ESP,FW,Rayo Vallecano,La Liga,23,1999,2.3,0,4,2,50.0,1.76,0.88,0.0,0.0,13.7,0.0,0,0,0.5,0.5,0.12,-0.5,-0.5
Carlos Martín,ESP,MF,Atlético Madrid,La Liga,20,2002,0.3,0,1,1,100.0,3.21,3.21,0.0,0.0,16.9,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
Iván Martín,ESP,MF,Girona,La Liga,23,1999,17.6,3,18,8,44.4,1.02,0.45,0.17,0.38,15.7,0.0,0,0,2.4,2.4,0.13,0.6,0.6
Jonas Martin,FRA,MF,Lille,Ligue 1,32,1990,3.1,0,1,0,0.0,0.32,0.0,0.0,0.0,7.6,0.0,0,0,0.1,0.1,0.12,-0.1,-0.1
Martinelli,BRA,FW,Arsenal,Premier League,21,2001,31.0,15,79,30,38.0,2.55,0.97,0.19,0.5,15.4,2.0,0,0,9.3,9.3,0.12,5.7,5.7
Arnau Martinez,ESP,DF,Girona,La Liga,19,2003,30.4,3,20,3,15.0,0.66,0.1,0.15,1.0,12.7,0.0,0,0,1.9,1.9,0.1,1.1,1.1
Emiliano Martínez,ARG,GK,Aston Villa,Premier League,29,1992,34.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Iñigo Martínez,ESP,DF,Athletic Club,La Liga,31,1991,14.9,1,10,2,20.0,0.67,0.13,0.1,0.5,15.1,3.0,0,0,0.8,0.8,0.08,0.2,0.2
Lautaro Martínez,ARG,FW,Inter,Serie A,24,1997,28.6,21,125,51,40.8,4.37,1.78,0.16,0.39,15.1,0.0,1,2,18.1,16.5,0.14,2.9,3.5
Lisandro Martínez,ARG,DF,Manchester Utd,Premier League,24,1998,23.5,1,10,1,10.0,0.43,0.04,0.1,1.0,14.8,0.0,0,0,0.5,0.5,0.05,0.5,0.5
Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,26,1996,24.1,1,27,10,37.0,1.12,0.41,0.04,0.1,13.9,0.0,0,0,2.5,2.5,0.09,-1.5,-1.5
Roger Martínez,ESP,DF,Espanyol,La Liga,18,2004,0.1,0,1,0,0.0,12.86,0.0,0.0,0.0,26.5,0.0,0,0,0.0,0.0,0.03,0.0,0.0
Gelson Martins,POR,FW,Monaco,Ligue 1,27,1995,3.8,0,12,3,25.0,3.13,0.78,0.0,0.0,15.9,0.0,0,0,0.8,0.8,0.06,-0.8,-0.8
Adam Marušić,MNE,DF,Lazio,Serie A,29,1992,30.7,0,16,7,43.8,0.52,0.23,0.0,0.0,24.0,0.0,0,0,0.7,0.7,0.04,-0.7,-0.7
Omar Mascarell,ESP,MF,Elche,La Liga,29,1993,27.2,0,9,3,33.3,0.33,0.11,0.0,0.0,22.1,1.0,0,0,0.4,0.4,0.05,-0.4,-0.4
Adam Masina,MAR,DF,Udinese,Serie A,28,1994,8.8,2,2,2,100.0,0.23,0.23,1.0,1.0,12.3,0.0,0,0,0.1,0.1,0.04,1.9,1.9
Jordi Masip,ESP,GK,Valladolid,La Liga,33,1989,27.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Erhan Mašović,SRB,DF,Bochum,Bundesliga,23,1998,24.2,4,17,10,58.8,0.7,0.41,0.24,0.4,14.0,1.0,0,0,2.6,2.6,0.15,1.4,1.4
Han-Noah Massengo,FRA,MF,Auxerre,Ligue 1,21,2001,12.4,0,13,1,7.7,1.05,0.08,0.0,0.0,18.9,0.0,0,0,1.3,1.3,0.1,-1.3,-1.3
Yanis Massolin,FRA,MF,Clermont Foot,Ligue 1,19,2002,0.7,0,1,0,0.0,1.5,0.0,0.0,0.0,21.4,0.0,0,0,0.0,0.0,0.05,0.0,0.0
Jaime Mata,ESP,FW,Getafe,La Liga,33,1988,4.9,1,14,5,35.7,2.88,1.03,0.07,0.2,12.0,0.0,0,0,1.9,1.9,0.15,-0.9,-0.9
Pape Matar Sarr,SEN,MF,Tottenham,Premier League,19,2002,2.4,0,2,0,0.0,0.83,0.0,0.0,0.0,27.3,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Eliot Matazo,BEL,MF,Monaco,Ligue 1,20,2002,13.1,1,4,3,75.0,0.31,0.23,0.25,0.33,22.9,0.0,0,0,0.2,0.2,0.05,0.8,0.8
Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,25,1997,8.6,2,27,7,25.9,3.16,0.82,0.07,0.29,12.2,0.0,0,0,3.4,3.4,0.13,-1.4,-1.4
Nemanja Matić,SRB,MF,Roma,Serie A,33,1988,20.6,2,11,4,36.4,0.53,0.19,0.18,0.5,16.3,0.0,0,0,1.0,1.0,0.09,1.0,1.0
Joël Matip,CMR,DF,Liverpool,Premier League,30,1991,12.1,1,5,3,60.0,0.41,0.25,0.2,0.33,8.3,0.0,0,0,0.7,0.7,0.17,0.3,0.3
Henning Matriciani,GER,DF,Schalke 04,Bundesliga,22,2000,20.7,0,3,0,0.0,0.14,0.0,0.0,0.0,19.4,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2
Chrislain Matsima,FRA,DF,Lorient,Ligue 1,20,2002,2.5,0,1,0,0.0,0.4,0.0,0.0,0.0,10.5,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
Chrislain Matsima,FRA,DF,Monaco,Ligue 1,20,2002,5.0,0,3,2,66.7,0.61,0.4,0.0,0.0,8.0,0.0,0,0,0.7,0.7,0.22,-0.7,-0.7
Jean Mattéo Bahoya,FRA,FW,Angers,Ligue 1,17,2005,3.0,0,4,0,0.0,1.33,0.0,0.0,0.0,15.4,0.0,0,0,0.5,0.5,0.13,-0.5,-0.5
Azor Matusiwa,NED,MF,Reims,Ligue 1,24,1998,27.6,0,11,4,36.4,0.4,0.14,0.0,0.0,26.2,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4
Neal Maupay,FRA,FW,Everton,Premier League,25,1996,12.4,1,32,13,40.6,2.58,1.05,0.03,0.08,14.3,0.0,0,0,4.8,4.8,0.15,-3.8,-3.8
Aïman Maurer,MAR,MF,Clermont Foot,Ligue 1,17,2004,5.6,0,11,5,45.5,1.98,0.9,0.0,0.0,16.4,1.0,0,0,1.2,1.2,0.11,-1.2,-1.2
Stephy Mavididi,ENG,FW,Montpellier,Ligue 1,24,1998,14.3,4,37,15,40.5,2.59,1.05,0.11,0.27,16.8,0.0,0,0,4.3,4.3,0.12,-0.3,-0.3
Konstantinos Mavropanos,GRE,DF,Stuttgart,Bundesliga,24,1997,25.4,2,48,12,25.0,1.89,0.47,0.04,0.17,15.5,0.0,0,0,4.0,4.0,0.08,-2.0,-2.0
Christian Mawissa,FRA,DF,Toulouse,Ligue 1,17,2005,1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Philipp Max,GER,DF,Eint Frankfurt,Bundesliga,28,1993,7.7,0,9,3,33.3,1.17,0.39,0.0,0.0,18.3,2.0,0,0,0.7,0.7,0.08,-0.7,-0.7
Eric Maxim Choupo-Moting,CMR,FW,Bayern Munich,Bundesliga,33,1989,12.4,10,30,15,50.0,2.43,1.21,0.33,0.67,12.6,0.0,0,1,6.1,5.3,0.18,3.9,4.7
Luís Maximiano,POR,GK,Lazio,Serie A,23,1999,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Keke Maximilian Topp,GER,FW,Schalke 04,Bundesliga,18,2004,0.2,0,1,0,0.0,4.5,0.0,0.0,0.0,11.5,0.0,0,0,0.0,0.0,0.04,0.0,0.0
Fernand Mayembo,CGO,DF,Ajaccio,Ligue 1,26,1996,7.9,0,4,0,0.0,0.51,0.0,0.0,0.0,6.2,0.0,0,0,1.2,1.2,0.29,-1.2,-1.2
Borja Mayoral,ESP,FW,Getafe,La Liga,25,1997,30.7,8,50,19,38.0,1.63,0.62,0.16,0.42,14.6,0.0,0,2,7.9,6.3,0.13,0.1,1.7
Ibrahim Maza,GER,MF,Hertha BSC,Bundesliga,16,2005,0.8,1,1,1,100.0,1.27,1.27,1.0,1.0,7.2,0.0,0,0,0.8,0.8,0.81,0.2,0.2
Derek Mazou-Sacko,FRA,MF,Troyes,Ligue 1,17,2004,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Noussair Mazraoui,MAR,DF,Bayern Munich,Bundesliga,24,1997,11.9,1,8,2,25.0,0.67,0.17,0.13,0.5,18.5,0.0,0,0,1.1,1.1,0.14,-0.1,-0.1
Pasquale Mazzocchi,ITA,DF,Salernitana,Serie A,27,1995,21.7,2,18,6,33.3,0.83,0.28,0.11,0.33,21.0,1.0,0,0,1.3,1.3,0.07,0.7,0.7
Kevin Mbabu,SUI,DF,Fulham,Premier League,27,1995,1.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Noah Mbamba,BEL,MF,Leverkusen,Bundesliga,17,2005,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Kylian Mbappé,FRA,FW,Paris S-G,Ligue 1,23,1998,31.3,29,144,73,50.7,4.6,2.33,0.18,0.36,15.9,1.0,3,5,26.3,22.2,0.15,2.7,3.8
Mamadou Mbaye,SEN,DF,Cádiz,La Liga,24,1998,8.4,0,1,0,0.0,0.12,0.0,0.0,0.0,6.5,0.0,0,0,0.1,0.1,0.1,-0.1,-0.1
Chancel Mbemba,COD,DF,Marseille,Ligue 1,27,1994,31.7,5,27,9,33.3,0.85,0.28,0.19,0.56,11.0,0.0,0,0,3.1,3.1,0.11,1.9,1.9
Bryan Mbeumo,CMR,FW,Brentford,Premier League,22,1999,32.3,9,70,32,45.7,2.17,0.99,0.11,0.25,16.3,1.0,1,1,9.8,9.0,0.13,-0.8,-1.0
Jason Mbock,FRA,FW,Angers,Ligue 1,22,1999,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Jean-Manuel Mbom,GER,MF,Werder Bremen,Bundesliga,22,2000,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Nathanael Mbuku,FRA,FW,Reims,Ligue 1,20,2002,0.7,0,2,0,0.0,2.73,0.0,0.0,0.0,21.0,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
Nathanael Mbuku,FRA,FW,Augsburg,Bundesliga,20,2002,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
James McArthur,SCO,MF,Crystal Palace,Premier League,34,1987,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Alex McCarthy,ENG,GK,Southampton,Premier League,32,1989,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
John McGinn,SCO,MF,Aston Villa,Premier League,27,1994,29.9,1,42,11,26.2,1.4,0.37,0.02,0.09,23.6,0.0,0,0,2.4,2.4,0.06,-1.4,-1.4
Scott McKenna,SCO,DF,Nott'ham Forest,Premier League,25,1996,17.5,0,2,0,0.0,0.11,0.0,0.0,0.0,8.2,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
Weston McKennie,USA,MF,Leeds United,Premier League,23,1998,16.0,0,13,2,15.4,0.81,0.13,0.0,0.0,15.9,0.0,0,0,0.8,0.8,0.06,-0.8,-0.8
Weston McKennie,USA,GK,Juventus,Serie A,23,1998,11.7,1,8,4,50.0,0.68,0.34,0.13,0.25,10.1,0.0,0,0,0.9,0.9,0.11,0.1,0.1
Dwight McNeil,ENG,FW,Everton,Premier League,22,1999,27.8,7,46,15,32.6,1.66,0.54,0.15,0.47,20.5,1.0,0,0,3.5,3.5,0.08,3.5,3.5
Scott McTominay,SCO,MF,Manchester Utd,Premier League,25,1996,12.9,1,13,6,46.2,1.01,0.47,0.08,0.17,14.9,0.0,0,0,1.9,1.9,0.15,-0.9,-0.9
Gary Medel,CHI,MF,Bologna,Serie A,34,1987,16.4,0,2,0,0.0,0.12,0.0,0.0,0.0,26.5,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Facundo Medina,ARG,DF,Lens,Ligue 1,23,1999,30.9,2,18,4,22.2,0.58,0.13,0.11,0.5,13.9,0.0,0,0,2.6,2.6,0.14,-0.6,-0.6
Fernando Medrano,ESP,DF,Celta Vigo,La Liga,22,2000,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Ben Mee,ENG,DF,Brentford,Premier League,32,1989,36.3,3,28,7,25.0,0.77,0.19,0.11,0.43,10.3,0.0,0,0,3.2,3.2,0.12,-0.2,-0.2
Bamo Meïté,CIV,DF,Lorient,Ligue 1,21,2001,16.7,1,3,1,33.3,0.18,0.06,0.33,1.0,8.5,0.0,0,0,0.7,0.7,0.25,0.3,0.3
Soualiho Meïté,FRA,MF,Cremonese,Serie A,28,1994,26.3,0,17,3,17.6,0.65,0.11,0.0,0.0,24.4,0.0,0,0,0.5,0.5,0.03,-0.5,-0.5
Farid El Melali,ALG,MF,Angers,Ligue 1,25,1997,9.0,0,11,2,18.2,1.23,0.22,0.0,0.0,18.8,0.0,0,0,1.1,1.1,0.1,-1.1,-1.1
Gonzalo Melero,ESP,MF,Almería,La Liga,28,1994,20.6,4,23,10,43.5,1.12,0.49,0.13,0.3,17.2,0.0,1,1,3.0,2.3,0.1,1.0,0.7
Birger Meling,NOR,DF,Rennes,Ligue 1,27,1994,13.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Memphis,NED,FW,Barcelona,La Liga,28,1994,1.3,1,6,3,50.0,4.74,2.37,0.17,0.33,11.6,0.0,0,0,0.9,0.9,0.14,0.1,0.1
Memphis,NED,FW,Atlético Madrid,La Liga,28,1994,3.0,4,11,5,45.5,3.67,1.67,0.36,0.8,11.8,0.0,0,0,3.0,3.0,0.27,1.0,1.0
Houboulang Mendes,FRA,DF,Almería,La Liga,24,1998,9.8,0,1,0,0.0,0.1,0.0,0.0,0.0,23.9,0.0,0,0,0.0,0.0,0.02,0.0,0.0
Nuno Mendes,POR,DF,Paris S-G,Ligue 1,20,2002,17.2,1,10,7,70.0,0.58,0.41,0.1,0.14,13.7,0.0,0,0,1.0,1.0,0.1,0.0,0.0
Pedro Mendes,POR,DF,Montpellier,Ligue 1,31,1990,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Thiago Mendes,BRA,DF,Lyon,Ligue 1,30,1992,22.9,1,14,4,28.6,0.61,0.17,0.07,0.25,25.1,2.0,0,0,0.7,0.7,0.05,0.3,0.3
Brais Méndez,ESP,MF,Real Sociedad,La Liga,25,1997,26.7,8,60,21,35.0,2.24,0.79,0.13,0.38,21.4,9.0,0,0,5.6,5.6,0.09,2.4,2.4
Diego Méndez,ESP,MF,Rayo Vallecano,La Liga,18,2003,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Antoine Mendy,FRA,DF,Nice,Ligue 1,18,2004,5.8,0,8,2,25.0,1.39,0.35,0.0,0.0,16.3,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3
Arial Mendy,SEN,DF,Clermont Foot,Ligue 1,27,1994,2.5,0,2,0,0.0,0.81,0.0,0.0,0.0,20.6,0.0,0,0,0.0,0.0,0.02,0.0,0.0
Batista Mendy,FRA,MF,Angers,Ligue 1,22,2000,31.8,0,15,2,13.3,0.47,0.06,0.0,0.0,24.0,0.0,0,0,0.9,0.9,0.06,-0.9,-0.9
Edouard Mendy,SEN,GK,Chelsea,Premier League,30,1992,9.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Ferland Mendy,FRA,DF,Real Madrid,La Liga,27,1995,15.0,0,1,0,0.0,0.07,0.0,0.0,0.0,7.3,0.0,0,0,0.3,0.3,0.26,-0.3,-0.3
Nampalys Mendy,SEN,MF,Leicester City,Premier League,30,1992,8.4,1,2,1,50.0,0.24,0.12,0.5,1.0,21.1,0.0,0,0,0.1,0.1,0.07,0.9,0.9
Gideon Mensah,GHA,DF,Auxerre,Ligue 1,24,1998,25.1,0,5,1,20.0,0.2,0.04,0.0,0.0,25.3,0.0,0,0,0.1,0.1,0.01,-0.1,-0.1
Chris Mepham,WAL,DF,Bournemouth,Premier League,24,1997,24.4,0,8,4,50.0,0.33,0.16,0.0,0.0,9.8,0.0,0,0,0.7,0.7,0.09,-0.7,-0.7
Jorge Meré,ESP,DF,Cádiz,La Liga,25,1997,6.7,0,4,1,25.0,0.6,0.15,0.0,0.0,14.6,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2
Alex Meret,ITA,GK,Napoli,Serie A,25,1997,34.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Mikel Merino,ESP,MF,Real Sociedad,La Liga,26,1996,27.7,2,41,16,39.0,1.48,0.58,0.05,0.13,18.1,0.0,0,1,4.3,3.5,0.08,-2.3,-1.5
Quentin Merlin,FRA,DF,Nantes,Ligue 1,20,2002,19.9,1,15,4,26.7,0.75,0.2,0.07,0.25,22.8,1.0,0,0,0.8,0.8,0.05,0.2,0.2
Yıldırım Mert Çetin,TUR,DF,Lecce,Serie A,25,1997,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Roque Mesa,ESP,MF,Valladolid,La Liga,33,1989,18.0,2,26,10,38.5,1.45,0.56,0.08,0.2,26.5,0.0,0,0,1.4,1.4,0.05,0.6,0.6
Illan Meslier,FRA,GK,Leeds United,Premier League,22,2000,34.0,0,1,1,100.0,0.03,0.03,0.0,0.0,9.0,0.0,0,0,0.1,0.1,0.12,-0.1,-0.1
Lionel Messi,ARG,FW,Paris S-G,Ligue 1,35,1987,31.5,16,129,55,42.6,4.09,1.74,0.12,0.29,18.3,20.0,0,0,15.5,15.5,0.12,0.5,0.5
Junior Messias,BRA,FW,Milan,Serie A,31,1991,16.6,5,32,11,34.4,1.92,0.66,0.16,0.45,18.7,1.0,0,0,2.3,2.3,0.07,2.7,2.7
Amine Messoussa,FRA,FW,Lille,Ligue 1,17,2004,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Thomas Meunier,BEL,DF,Dortmund,Bundesliga,30,1991,6.5,0,4,0,0.0,0.62,0.0,0.0,0.0,26.5,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
Alexander Meyer,GER,GK,Dortmund,Bundesliga,31,1991,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Sven Michel,GER,FW,Union Berlin,Bundesliga,32,1990,5.5,3,15,2,13.3,2.73,0.36,0.13,1.0,24.2,0.0,1,1,1.7,0.9,0.06,1.3,1.1
Alexander Mighten,ENG,FW,Nott'ham Forest,Premier League,20,2002,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Tommaso Milanese,ITA,MF,Cremonese,Serie A,20,2002,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Nikola Milenković,SRB,DF,Fiorentina,Serie A,24,1997,23.7,2,19,5,26.3,0.8,0.21,0.11,0.4,9.4,0.0,0,0,1.9,1.9,0.1,0.1,0.1
Lewis Miley,ENG,MF,Newcastle Utd,Premier League,16,2006,0.2,0,1,0,0.0,6.0,0.0,0.0,0.0,20.1,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1
Arkadiusz Milik,POL,FW,Juventus,Serie A,28,1994,17.6,7,43,22,51.2,2.44,1.25,0.16,0.32,14.2,2.0,0,1,6.5,5.7,0.13,0.5,1.3
Arkadiusz Milik,POL,FW,Marseille,Ligue 1,28,1994,1.4,0,1,0,0.0,0.7,0.0,0.0,0.0,7.8,0.0,0,0,0.1,0.1,0.14,-0.1,-0.1
Sergej Milinković-Savić,SRB,MF,Lazio,Serie A,27,1995,33.6,9,64,19,29.7,1.91,0.57,0.14,0.47,17.3,8.0,0,0,6.8,6.8,0.11,2.2,2.2
Vanja Milinković-Savić,SRB,GK,Torino,Serie A,25,1997,38.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Éder Militão,BRA,DF,Real Madrid,La Liga,24,1998,30.0,5,22,8,36.4,0.73,0.27,0.23,0.63,13.8,0.0,0,0,2.4,2.4,0.11,2.6,2.6
Luka Milivojević,SRB,MF,Crystal Palace,Premier League,31,1991,5.7,0,7,0,0.0,1.23,0.0,0.0,0.0,25.1,1.0,0,0,0.3,0.3,0.05,-0.3,-0.3
Luis Milla,ESP,MF,Getafe,La Liga,27,1994,20.6,0,8,1,12.5,0.39,0.05,0.0,0.0,27.7,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3
Pere Milla,ESP,FW,Elche,La Liga,29,1992,20.5,6,33,7,21.2,1.61,0.34,0.09,0.43,15.0,1.0,3,3,5.4,3.0,0.09,0.6,0.0
Enzo Millot,FRA,MF,Stuttgart,Bundesliga,20,2002,9.9,0,17,7,41.2,1.72,0.71,0.0,0.0,18.0,1.0,0,0,1.2,1.2,0.07,-1.2,-1.2
James Milner,ENG,MF,Liverpool,Premier League,36,1986,10.1,0,7,1,14.3,0.69,0.1,0.0,0.0,17.9,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4
Marko Milovanović,SRB,FW,Almería,La Liga,18,2003,0.2,0,1,0,0.0,6.0,0.0,0.0,0.0,9.4,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
Kim Min-jae,KOR,DF,Napoli,Serie A,25,1996,33.9,2,8,3,37.5,0.24,0.09,0.25,0.67,6.6,0.0,0,0,1.0,1.0,0.13,1.0,1.0
Yerry Mina,COL,DF,Everton,Premier League,27,1994,6.6,2,8,4,50.0,1.21,0.61,0.25,0.5,8.4,0.0,0,0,1.5,1.5,0.18,0.5,0.5
Takumi Minamino,JPN,FW,Monaco,Ligue 1,27,1995,8.0,1,22,8,36.4,2.73,0.99,0.05,0.13,16.4,1.0,0,0,1.9,1.9,0.08,-0.9,-0.9
