player,nation,pos,squad,comp,age,born,90s,sca,sca90,sca_passlive,sca_passdead,sca_to,sca_sh,sca_fld,sca_def,gca,gca90,gca_passlive,gca_passdead,gca_to,gca_sh,gca_fld,gca_def
Carlos Soler,ESP,MF,Paris S-G,Ligue 1,25,1997,13.2,34.0,2.58,26.0,2.0,0.0,2.0,4.0,0.0,8.0,0.61,7.0,0.0,0.0,0.0,1.0,0.0
François-Joseph Sollacaro,FRA,GK,Ajaccio,Ligue 1,28,1994,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manor Solomon,ISR,FW,Fulham,Premier League,23,1999,6.4,11.0,1.73,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.31,2.0,0.0,0.0,0.0,0.0,0.0
Yann Sommer,SUI,GK,Bayern Munich,Bundesliga,33,1988,19.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,33,1988,10.0,2.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Soppy,FRA,DF,Udinese,Serie A,20,2002,1.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Soppy,FRA,DF,Atalanta,Serie A,20,2002,7.1,22.0,3.07,17.0,0.0,1.0,1.0,3.0,0.0,6.0,0.84,5.0,0.0,0.0,0.0,1.0,0.0
David Soria,ESP,GK,Getafe,La Liga,29,1993,38.0,7.0,0.18,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto Soriano,ITA,MF,Bologna,Serie A,31,1991,14.7,45.0,3.06,35.0,1.0,1.0,2.0,4.0,2.0,3.0,0.2,2.0,0.0,0.0,1.0,0.0,0.0
Borna Sosa,CRO,DF,Stuttgart,Bundesliga,24,1998,21.7,109.0,5.01,70.0,36.0,1.0,1.0,1.0,0.0,10.0,0.46,9.0,1.0,0.0,0.0,0.0,0.0
Joaquin Sosa,URU,DF,Bologna,Serie A,20,2002,7.6,3.0,0.39,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,18,2003,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian Sotoca,FRA,FW,Lens,Ligue 1,31,1990,33.9,135.0,3.98,110.0,0.0,3.0,13.0,6.0,3.0,21.0,0.62,19.0,0.0,0.0,1.0,1.0,0.0
Riccardo Sottil,ITA,FW,Fiorentina,Serie A,23,1999,9.3,40.0,4.32,31.0,0.0,2.0,4.0,3.0,0.0,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0
Tomáš Souček,CZE,MF,West Ham,Premier League,27,1995,31.3,52.0,1.66,41.0,0.0,0.0,8.0,1.0,2.0,3.0,0.1,2.0,0.0,0.0,1.0,0.0,0.0
Matìas Soulé,ARG,GK,Juventus,Serie A,19,2003,4.7,19.0,4.08,11.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moussa Soumano,FRA,FW,Ajaccio,Ligue 1,17,2005,5.5,10.0,1.82,7.0,0.0,2.0,0.0,1.0,0.0,1.0,0.18,0.0,0.0,1.0,0.0,0.0,0.0
Adama Soumaoro,FRA,DF,Bologna,Serie A,30,1992,20.7,7.0,0.34,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Boubakary Soumaré,FRA,MF,Leicester City,Premier League,23,1999,18.1,23.0,1.27,22.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
Arnaud Souquet,FRA,FW,Montpellier,Ligue 1,30,1992,4.0,5.0,1.25,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dyego Sousa,POR,FW,Almería,La Liga,32,1989,5.9,14.0,2.39,11.0,0.0,2.0,1.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0
Harry Souttar,AUS,DF,Leicester City,Premier League,23,1998,11.0,8.0,0.73,4.0,0.0,2.0,2.0,0.0,0.0,2.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0
Vinicius Souza,BRA,MF,Espanyol,La Liga,23,1999,27.0,33.0,1.22,25.0,0.0,2.0,2.0,2.0,2.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0
Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,25,1997,29.4,49.0,1.67,40.0,0.0,2.0,3.0,2.0,2.0,3.0,0.1,1.0,0.0,1.0,1.0,0.0,0.0
Çağlar Söyüncü,TUR,DF,Leicester City,Premier League,26,1996,5.9,2.0,0.34,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Spadanuda,SUI,DF,Ajaccio,Ligue 1,25,1997,11.8,14.0,1.18,10.0,0.0,0.0,2.0,1.0,1.0,1.0,0.08,0.0,0.0,0.0,0.0,0.0,1.0
Djed Spence,ENG,DF,Tottenham,Premier League,21,2000,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Djed Spence,ENG,DF,Rennes,Ligue 1,21,2000,6.4,11.0,1.73,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stijn Spierings,NED,MF,Toulouse,Ligue 1,26,1996,34.7,60.0,1.73,48.0,0.0,2.0,3.0,3.0,4.0,6.0,0.17,4.0,0.0,1.0,0.0,1.0,0.0
Leonardo Spinazzola,ITA,DF,Roma,Serie A,29,1993,18.4,46.0,2.5,36.0,2.0,4.0,1.0,3.0,0.0,7.0,0.38,6.0,0.0,1.0,0.0,0.0,0.0
Marco Sportiello,ITA,GK,Atalanta,Serie A,30,1992,14.9,4.0,0.27,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Stacey,ENG,DF,Bournemouth,Premier League,26,1996,3.3,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anton Stach,GER,MF,Mainz 05,Bundesliga,23,1998,23.0,59.0,2.56,36.0,10.0,4.0,1.0,5.0,3.0,6.0,0.26,4.0,1.0,1.0,0.0,0.0,0.0
Kostas Stafylidis,GRE,DF,Bochum,Bundesliga,28,1993,11.6,18.0,1.56,10.0,4.0,1.0,2.0,1.0,0.0,3.0,0.26,2.0,1.0,0.0,0.0,0.0,0.0
Jens Stage,DEN,MF,Werder Bremen,Bundesliga,25,1996,20.6,31.0,1.51,29.0,0.0,0.0,0.0,1.0,1.0,6.0,0.29,6.0,0.0,0.0,0.0,0.0,0.0
Veit Stange,GER,MF,Hertha BSC,Bundesliga,18,2004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josip Stanišić,CRO,DF,Bayern Munich,Bundesliga,22,2000,6.4,12.0,1.87,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0
Junior Stanislas,ENG,MF,Bournemouth,Premier League,32,1989,0.7,4.0,5.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay Stansfield,ENG,FW,Fulham,Premier League,19,2002,1.0,4.0,4.14,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.03,0.0,0.0,0.0,1.0,0.0,0.0
Niklas Stark,GER,DF,Werder Bremen,Bundesliga,27,1995,23.1,11.0,0.48,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Steele,ENG,GK,Brighton,Premier League,31,1990,15.0,6.0,0.4,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0
Calvin Stengs,NED,FW,Nice,Ligue 1,23,1998,2.4,9.0,3.82,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.42,1.0,0.0,0.0,0.0,0.0,0.0
Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,26,1996,3.7,13.0,3.51,5.0,8.0,0.0,0.0,0.0,0.0,1.0,0.27,1.0,0.0,0.0,0.0,0.0,0.0
Jack Stephens,ENG,DF,Southampton,Premier League,28,1994,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Stephens,ENG,DF,Bournemouth,Premier League,28,1994,13.0,10.0,0.77,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
Raheem Sterling,ENG,FW,Chelsea,Premier League,27,1994,21.0,68.0,3.23,53.0,0.0,7.0,3.0,4.0,1.0,4.0,0.19,3.0,0.0,1.0,0.0,0.0,0.0
Angelo Stiller,GER,MF,Hoffenheim,Bundesliga,21,2001,7.8,16.0,2.04,14.0,1.0,0.0,0.0,1.0,0.0,3.0,0.38,3.0,0.0,0.0,0.0,0.0,0.0
Lars Stindl,GER,MF,M'Gladbach,Bundesliga,33,1988,19.3,81.0,4.2,53.0,9.0,2.0,9.0,6.0,2.0,10.0,0.52,7.0,1.0,0.0,2.0,0.0,0.0
Kevin Stöger,AUT,MF,Bochum,Bundesliga,28,1993,28.9,138.0,4.78,81.0,40.0,3.0,5.0,7.0,2.0,11.0,0.38,8.0,2.0,0.0,0.0,1.0,0.0
Petar Stojanović,SVN,DF,Empoli,Serie A,26,1995,17.0,49.0,2.88,34.0,7.0,3.0,2.0,2.0,1.0,3.0,0.18,3.0,0.0,0.0,0.0,0.0,0.0
John Stones,ENG,DF,Manchester City,Premier League,28,1994,20.5,16.0,0.78,12.0,1.0,0.0,3.0,0.0,0.0,5.0,0.24,4.0,0.0,0.0,1.0,0.0,0.0
Jørgen Strand Larsen,NOR,FW,Celta Vigo,La Liga,22,2000,18.9,29.0,1.53,21.0,0.0,1.0,2.0,4.0,1.0,7.0,0.37,6.0,0.0,1.0,0.0,0.0,0.0
Tony Strata,FRA,FW,Ajaccio,Ligue 1,17,2004,1.5,1.0,0.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Strefezza,BRA,MF,Lecce,Serie A,25,1997,27.1,101.0,3.72,77.0,6.0,8.0,6.0,3.0,1.0,8.0,0.29,8.0,0.0,0.0,0.0,0.0,0.0
Dávid Strelec,SVK,FW,Spezia,Serie A,21,2001,1.9,4.0,2.16,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.08,2.0,0.0,0.0,0.0,0.0,0.0
Pascal Struijk,NED,DF,Leeds United,Premier League,22,1999,24.4,35.0,1.43,25.0,4.0,0.0,5.0,0.0,1.0,2.0,0.08,0.0,0.0,0.0,2.0,0.0,0.0
Cristhian Stuani,URU,FW,Girona,La Liga,35,1986,12.1,18.0,1.48,9.0,0.0,0.0,6.0,2.0,1.0,1.0,0.08,0.0,0.0,0.0,0.0,1.0,0.0
Damián Suárez,URU,DF,Getafe,La Liga,34,1988,21.6,47.0,2.17,29.0,16.0,1.0,0.0,1.0,0.0,2.0,0.09,1.0,1.0,0.0,0.0,0.0,0.0
Denis Suárez,ESP,MF,Espanyol,La Liga,28,1994,10.5,34.0,3.24,22.0,9.0,2.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
Mario Suárez,ESP,MF,Rayo Vallecano,La Liga,35,1987,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Suazo,CHI,DF,Toulouse,Ligue 1,24,1997,14.0,28.0,2.0,26.0,1.0,0.0,0.0,0.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
Isaac Success,NGA,FW,Udinese,Serie A,26,1996,20.2,81.0,4.02,57.0,0.0,6.0,3.0,14.0,1.0,10.0,0.5,7.0,0.0,1.0,0.0,2.0,0.0
Niklas Süle,GER,DF,Dortmund,Bundesliga,26,1995,23.5,41.0,1.74,32.0,0.0,3.0,6.0,0.0,0.0,6.0,0.25,3.0,0.0,1.0,2.0,0.0,0.0
Ibrahim Sulemana,GHA,MF,Hellas Verona,Serie A,19,2003,7.2,13.0,1.79,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamaldeen Sulemana,GHA,MF,Southampton,Premier League,20,2002,10.7,40.0,3.72,24.0,0.0,9.0,4.0,1.0,2.0,3.0,0.28,2.0,0.0,1.0,0.0,0.0,0.0
Kamaldeen Sulemana,GHA,MF,Rennes,Ligue 1,20,2002,3.6,13.0,3.6,9.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crysencio Summerville,NED,FW,Leeds United,Premier League,20,2001,15.8,49.0,3.09,29.0,1.0,3.0,4.0,10.0,2.0,5.0,0.32,3.0,0.0,0.0,0.0,1.0,1.0
Ivan Šunjić,CRO,MF,Hertha BSC,Bundesliga,25,1996,11.0,17.0,1.54,14.0,0.0,0.0,2.0,1.0,0.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0
Sam Surridge,ENG,FW,Nott'ham Forest,Premier League,24,1998,3.6,4.0,1.11,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.28,1.0,0.0,0.0,0.0,0.0,0.0
Suso,ESP,FW,Sevilla,La Liga,28,1993,11.8,64.0,5.41,51.0,6.0,3.0,2.0,1.0,1.0,7.0,0.59,4.0,1.0,2.0,0.0,0.0,0.0
Yuito Suzuki,JPN,GK,Strasbourg,Ligue 1,20,2001,0.4,3.0,7.5,0.0,0.0,2.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0
Mattias Svanberg,SWE,MF,Wolfsburg,Bundesliga,23,1999,20.4,53.0,2.6,35.0,4.0,4.0,5.0,5.0,0.0,9.0,0.44,6.0,0.0,0.0,1.0,2.0,0.0
Mile Svilar,SRB,GK,Roma,Serie A,22,1999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Williot Swedberg,SWE,MF,Celta Vigo,La Liga,18,2004,0.6,1.0,1.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Issiaga Sylla,GUI,DF,Montpellier,Ligue 1,28,1994,14.5,42.0,2.9,37.0,2.0,1.0,2.0,0.0,0.0,4.0,0.28,3.0,0.0,0.0,1.0,0.0,0.0
Issiaga Sylla,GUI,DF,Toulouse,Ligue 1,28,1994,15.2,30.0,1.97,20.0,5.0,2.0,1.0,2.0,0.0,5.0,0.33,2.0,2.0,0.0,0.0,1.0,0.0
Wojciech Szczęsny,POL,GK,Juventus,Serie A,32,1990,27.5,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominik Szoboszlai,HUN,MF,RB Leipzig,Bundesliga,21,2000,27.2,150.0,5.52,94.0,31.0,8.0,5.0,10.0,2.0,17.0,0.63,11.0,3.0,0.0,1.0,2.0,0.0
Alexander Sørloth,NOR,FW,Real Sociedad,La Liga,26,1995,26.5,58.0,2.19,41.0,0.0,8.0,6.0,2.0,1.0,5.0,0.19,4.0,0.0,1.0,0.0,0.0,0.0
Alexander Sørloth,NOR,FW,RB Leipzig,Bundesliga,26,1995,0.1,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolás Tagliafico,ARG,DF,Lyon,Ligue 1,29,1992,33.2,59.0,1.78,46.0,7.0,0.0,3.0,2.0,1.0,5.0,0.15,4.0,1.0,0.0,0.0,0.0,0.0
Jonathan Tah,GER,DF,Leverkusen,Bundesliga,26,1996,27.6,15.0,0.54,12.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Tahirovic,BIH,MF,Roma,Serie A,19,2003,3.9,6.0,1.53,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waniss Taibi,FRA,MF,Angers,Ligue 1,20,2002,2.1,2.0,0.95,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flavien Tait,FRA,MF,Rennes,Ligue 1,29,1993,18.7,59.0,3.16,45.0,0.0,6.0,3.0,1.0,4.0,7.0,0.37,5.0,0.0,2.0,0.0,0.0,0.0
Montassar Talbi,TUN,DF,Lorient,Ligue 1,24,1998,38.0,11.0,0.29,9.0,1.0,0.0,1.0,0.0,0.0,2.0,0.05,2.0,0.0,0.0,0.0,0.0,0.0
Thibault Tamas,FRA,DF,Montpellier,Ligue 1,21,2001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrien Tameze,CMR,MF,Hellas Verona,Serie A,28,1994,33.7,53.0,1.57,44.0,2.0,1.0,1.0,4.0,1.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0
Japhet Tanganga,ENG,DF,Tottenham,Premier League,23,1999,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renato Tapia,PER,MF,Celta Vigo,La Liga,27,1995,16.1,24.0,1.49,18.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,23,1999,31.9,31.0,0.97,28.0,1.0,1.0,0.0,1.0,0.0,5.0,0.16,4.0,0.0,0.0,0.0,1.0,0.0
Florian Tardieu,FRA,MF,Troyes,Ligue 1,30,1992,11.2,45.0,4.01,35.0,9.0,0.0,1.0,0.0,0.0,4.0,0.36,3.0,1.0,0.0,0.0,0.0,0.0
Matt Targett,ENG,DF,Newcastle Utd,Premier League,26,1995,6.8,17.0,2.51,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Tarkowski,ENG,DF,Everton,Premier League,29,1992,38.0,23.0,0.61,17.0,0.0,0.0,5.0,0.0,1.0,2.0,0.05,1.0,0.0,0.0,1.0,0.0,0.0
Ciprian Tătărușanu,ROU,GK,Milan,Serie A,36,1986,16.0,7.0,0.44,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0
Niklas Tauer,GER,MF,Mainz 05,Bundesliga,21,2001,1.0,1.0,0.97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuno Tavares,POR,DF,Marseille,Ligue 1,22,2000,26.1,66.0,2.53,47.0,1.0,7.0,9.0,2.0,0.0,5.0,0.19,0.0,0.0,2.0,3.0,0.0,0.0
Marcus Tavernier,ENG,MF,Bournemouth,Premier League,23,1999,19.4,48.0,2.48,31.0,7.0,5.0,3.0,2.0,0.0,8.0,0.41,3.0,2.0,1.0,2.0,0.0,0.0
Enzo Tchato,CMR,DF,Montpellier,Ligue 1,19,2002,12.2,21.0,1.72,18.0,0.0,1.0,0.0,1.0,1.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0
Aurélien Tchouaméni,FRA,MF,Real Madrid,La Liga,22,2000,23.5,63.0,2.67,53.0,1.0,2.0,3.0,3.0,1.0,12.0,0.51,11.0,0.0,0.0,0.0,1.0,0.0
Mathys Tel,FRA,FW,Bayern Munich,Bundesliga,17,2005,4.6,16.0,3.46,12.0,0.0,1.0,3.0,0.0,0.0,2.0,0.43,1.0,0.0,1.0,0.0,0.0,0.0
Semir Telalovic,GER,FW,M'Gladbach,Bundesliga,22,1999,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Telles,BRA,DF,Sevilla,La Liga,29,1992,15.9,42.0,2.65,31.0,5.0,1.0,2.0,3.0,0.0,4.0,0.25,3.0,0.0,0.0,0.0,1.0,0.0
Marc-André ter Stegen,GER,GK,Barcelona,La Liga,30,1992,37.2,12.0,0.32,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Simon Terodde,GER,FW,Schalke 04,Bundesliga,34,1988,20.3,57.0,2.81,41.0,1.0,1.0,8.0,6.0,0.0,5.0,0.25,2.0,0.0,0.0,1.0,2.0,0.0
Filippo Terracciano,ITA,GK,Hellas Verona,Serie A,19,2003,9.1,14.0,1.53,9.0,2.0,2.0,1.0,0.0,0.0,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0
Pietro Terracciano,ITA,GK,Fiorentina,Serie A,32,1990,29.0,4.0,0.14,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramón Terrats,ESP,MF,Villarreal,La Liga,21,2000,9.1,20.0,2.21,13.0,2.0,2.0,0.0,2.0,1.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
Ramón Terrats,ESP,MF,Girona,La Liga,21,2000,2.4,3.0,1.27,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Terrier,FRA,FW,Rennes,Ligue 1,25,1997,14.7,56.0,3.82,43.0,0.0,3.0,8.0,1.0,1.0,9.0,0.61,6.0,0.0,1.0,1.0,1.0,0.0
Aleksa Terzić,SRB,DF,Fiorentina,Serie A,22,1999,10.4,43.0,4.13,32.0,6.0,4.0,1.0,0.0,0.0,5.0,0.48,3.0,1.0,0.0,1.0,0.0,0.0
Tetê,BRA,FW,Leicester City,Premier League,22,2000,8.2,28.0,3.43,15.0,3.0,7.0,2.0,1.0,0.0,2.0,0.25,0.0,0.0,2.0,0.0,0.0,0.0
Tetê,BRA,GK,Lyon,Ligue 1,22,2000,12.3,30.0,2.44,20.0,4.0,2.0,3.0,1.0,0.0,7.0,0.57,4.0,0.0,1.0,1.0,1.0,0.0
Kenny Tete,NED,DF,Fulham,Premier League,26,1995,28.5,49.0,1.72,39.0,5.0,0.0,0.0,3.0,2.0,12.0,0.42,11.0,1.0,0.0,0.0,0.0,0.0
Florian Thauvin,FRA,FW,Udinese,Serie A,29,1993,6.1,24.0,3.94,13.0,6.0,2.0,1.0,2.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0
Arthur Theate,BEL,DF,Rennes,Ligue 1,22,2000,34.7,23.0,0.66,22.0,0.0,0.0,0.0,0.0,1.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
Malick Thiaw,GER,DF,Milan,Serie A,20,2001,15.1,15.0,0.99,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malick Thiaw,GER,DF,Schalke 04,Bundesliga,20,2001,3.0,1.0,0.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jan Thielmann,GER,FW,Köln,Bundesliga,20,2002,9.7,29.0,3.0,20.0,0.0,4.0,1.0,4.0,0.0,6.0,0.62,3.0,0.0,1.0,0.0,2.0,0.0
Sada Thioub,SEN,FW,Angers,Ligue 1,27,1995,11.8,37.0,3.14,27.0,4.0,4.0,1.0,0.0,1.0,4.0,0.34,4.0,0.0,0.0,0.0,0.0,0.0
Luke Thomas,ENG,DF,Leicester City,Premier League,21,2001,11.9,16.0,1.34,11.0,2.0,0.0,1.0,0.0,2.0,2.0,0.17,1.0,0.0,0.0,1.0,0.0,0.0
Adrien Thomasson,FRA,MF,Strasbourg,Ligue 1,28,1993,10.4,38.0,3.65,32.0,1.0,2.0,2.0,0.0,1.0,3.0,0.29,2.0,0.0,0.0,1.0,0.0,0.0
Adrien Thomasson,FRA,MF,Lens,Ligue 1,28,1993,14.2,42.0,2.96,37.0,1.0,0.0,2.0,1.0,1.0,9.0,0.63,8.0,0.0,0.0,0.0,1.0,0.0
Morten Thorsby,NOR,MF,Union Berlin,Bundesliga,26,1996,9.3,10.0,1.08,7.0,0.0,0.0,1.0,1.0,1.0,4.0,0.43,1.0,0.0,0.0,1.0,1.0,1.0
Kristian Thorstvedt,NOR,MF,Sassuolo,Serie A,23,1999,12.6,28.0,2.21,21.0,0.0,2.0,3.0,1.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
Khéphren Thuram,FRA,MF,Nice,Ligue 1,21,2001,28.3,84.0,2.97,57.0,1.0,14.0,6.0,3.0,3.0,7.0,0.25,5.0,0.0,1.0,1.0,0.0,0.0
Marcus Thuram,FRA,FW,M'Gladbach,Bundesliga,24,1997,27.9,66.0,2.36,39.0,0.0,11.0,7.0,6.0,3.0,12.0,0.43,7.0,0.0,2.0,2.0,1.0,0.0
Alexis Tibidi,FRA,FW,Troyes,Ligue 1,18,2003,0.8,3.0,3.65,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Youri Tielemans,BEL,MF,Leicester City,Premier League,25,1997,26.0,78.0,2.99,64.0,4.0,1.0,7.0,1.0,1.0,4.0,0.15,2.0,1.0,0.0,1.0,0.0,0.0
Kieran Tierney,SCO,DF,Arsenal,Premier League,25,1997,8.8,12.0,1.36,10.0,0.0,1.0,1.0,0.0,0.0,4.0,0.45,4.0,0.0,0.0,0.0,0.0,0.0
Steffen Tigges,GER,FW,Köln,Bundesliga,24,1998,17.7,34.0,1.92,25.0,0.0,1.0,6.0,2.0,0.0,3.0,0.17,2.0,0.0,0.0,1.0,0.0,0.0
Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,22,1999,31.9,22.0,0.69,17.0,0.0,1.0,4.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Harry Toffolo,ENG,DF,Nott'ham Forest,Premier League,26,1995,10.4,19.0,1.82,14.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umut Tohumcu,GER,MF,Hoffenheim,Bundesliga,17,2004,3.0,6.0,1.99,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karl Toko Ekambi,CMR,FW,Rennes,Ligue 1,29,1992,10.8,25.0,2.32,18.0,0.0,2.0,2.0,2.0,1.0,6.0,0.56,3.0,0.0,1.0,1.0,0.0,1.0
Karl Toko Ekambi,CMR,FW,Lyon,Ligue 1,29,1992,15.0,47.0,3.13,39.0,0.0,4.0,3.0,1.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0
Corentin Tolisso,FRA,MF,Lyon,Ligue 1,27,1994,22.6,83.0,3.67,67.0,4.0,0.0,7.0,4.0,1.0,8.0,0.35,6.0,0.0,0.0,2.0,0.0,0.0
