player,nation,pos,squad,comp,age,born,90s,total_cmp,total_att,total_cmp%,total_totdist,total_prgdist,short_cmp,short_att,short_cmp%,medium_cmp,medium_att,medium_cmp%,long_cmp,long_att,long_cmp%,ast,xag,xa,a-xag,kp,1/3,ppa,crspa,prgp
Renato Tapia,PER,MF,Celta Vigo,La Liga,27,1995,16.1,687.0,811.0,84.7,13506.0,3634.0,256.0,283.0,90.5,321.0,352.0,91.2,99.0,153.0,64.7,0,1.1,0.8,-1.1,9.0,63.0,7.0,1.0,68.0
Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,23,1999,31.9,1891.0,2211.0,85.5,35396.0,13773.0,714.0,783.0,91.2,953.0,1044.0,91.3,199.0,322.0,61.8,0,1.0,1.5,-1.0,5.0,154.0,9.0,0.0,169.0
Florian Tardieu,FRA,MF,Troyes,Ligue 1,30,1992,11.2,655.0,755.0,86.8,11723.0,4194.0,302.0,325.0,92.9,242.0,267.0,90.6,84.0,127.0,66.1,0,1.0,1.2,-1.0,17.0,68.0,8.0,2.0,83.0
Matt Targett,ENG,DF,Newcastle Utd,Premier League,26,1995,6.8,326.0,419.0,77.8,5291.0,2334.0,162.0,183.0,88.5,141.0,162.0,87.0,18.0,56.0,32.1,0,0.4,0.7,-0.4,10.0,19.0,5.0,0.0,43.0
James Tarkowski,ENG,DF,Everton,Premier League,29,1992,38.0,1322.0,1633.0,81.0,26359.0,10115.0,448.0,512.0,87.5,693.0,794.0,87.3,167.0,297.0,56.2,1,2.9,1.9,-1.9,15.0,98.0,3.0,0.0,106.0
Ciprian Tătărușanu,ROU,GK,Milan,Serie A,36,1986,16.0,434.0,560.0,77.5,12788.0,9173.0,60.0,60.0,100.0,198.0,204.0,97.1,174.0,290.0,60.0,1,0.5,0.0,0.5,2.0,9.0,0.0,0.0,0.0
Niklas Tauer,GER,MF,Mainz 05,Bundesliga,21,2001,1.0,50.0,56.0,89.3,757.0,260.0,30.0,33.0,90.9,19.0,20.0,95.0,1.0,2.0,50.0,0,0.0,0.1,0.0,0.0,5.0,2.0,1.0,6.0
Nuno Tavares,POR,DF,Marseille,Ligue 1,22,2000,26.1,1058.0,1367.0,77.4,16121.0,5639.0,623.0,710.0,87.7,343.0,460.0,74.6,61.0,113.0,54.0,0,2.6,3.9,-2.6,24.0,70.0,47.0,14.0,115.0
Marcus Tavernier,ENG,MF,Bournemouth,Premier League,23,1999,19.4,510.0,724.0,70.4,8048.0,2431.0,285.0,339.0,84.1,165.0,225.0,73.3,40.0,100.0,40.0,4,2.9,1.3,1.1,19.0,34.0,16.0,5.0,56.0
Enzo Tchato,CMR,DF,Montpellier,Ligue 1,19,2002,12.2,414.0,557.0,74.3,6287.0,2107.0,228.0,276.0,82.6,148.0,193.0,76.7,19.0,53.0,35.8,1,1.1,0.7,-0.1,5.0,26.0,6.0,5.0,34.0
Aurélien Tchouaméni,FRA,MF,Real Madrid,La Liga,22,2000,23.5,1578.0,1700.0,92.8,25016.0,7823.0,807.0,851.0,94.8,646.0,686.0,94.2,88.0,106.0,83.0,4,2.2,2.1,1.8,22.0,159.0,11.0,0.0,142.0
Mathys Tel,FRA,FW,Bayern Munich,Bundesliga,17,2005,4.6,126.0,157.0,80.3,1824.0,257.0,72.0,83.0,86.7,48.0,57.0,84.2,4.0,4.0,100.0,0,0.7,0.4,-0.7,6.0,7.0,5.0,3.0,11.0
Semir Telalovic,GER,FW,M'Gladbach,Bundesliga,22,1999,0.1,1.0,2.0,50.0,6.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Telles,BRA,DF,Sevilla,La Liga,29,1992,15.9,542.0,728.0,74.5,9200.0,3455.0,275.0,308.0,89.3,192.0,254.0,75.6,59.0,125.0,47.2,2,1.8,1.2,0.2,19.0,41.0,19.0,14.0,42.0
Marc-André ter Stegen,GER,GK,Barcelona,La Liga,30,1992,37.2,1193.0,1412.0,84.5,30703.0,21527.0,228.0,232.0,98.3,600.0,613.0,97.9,362.0,564.0,64.2,0,0.3,0.0,-0.3,3.0,15.0,0.0,0.0,4.0
Simon Terodde,GER,FW,Schalke 04,Bundesliga,34,1988,20.3,212.0,316.0,67.1,2888.0,473.0,121.0,161.0,75.2,65.0,97.0,67.0,9.0,13.0,69.2,0,2.3,1.4,-2.3,22.0,16.0,7.0,0.0,19.0
Filippo Terracciano,ITA,GK,Hellas Verona,Serie A,19,2003,9.1,235.0,343.0,68.5,4308.0,1770.0,88.0,113.0,77.9,115.0,148.0,77.7,21.0,53.0,39.6,1,1.2,1.5,-0.2,8.0,21.0,10.0,4.0,37.0
Pietro Terracciano,ITA,GK,Fiorentina,Serie A,32,1990,29.0,816.0,1072.0,76.1,23589.0,16226.0,130.0,133.0,97.7,358.0,365.0,98.1,324.0,566.0,57.2,0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
Ramón Terrats,ESP,MF,Villarreal,La Liga,21,2000,9.1,356.0,425.0,83.8,5550.0,1343.0,207.0,222.0,93.2,108.0,131.0,82.4,33.0,50.0,66.0,1,1.5,1.1,-0.5,10.0,30.0,9.0,1.0,45.0
Ramón Terrats,ESP,MF,Girona,La Liga,21,2000,2.4,77.0,96.0,80.2,1216.0,290.0,44.0,48.0,91.7,23.0,31.0,74.2,8.0,10.0,80.0,0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,6.0
Martin Terrier,FRA,FW,Rennes,Ligue 1,25,1997,14.7,447.0,603.0,74.1,6794.0,1561.0,230.0,302.0,76.2,146.0,187.0,78.1,38.0,52.0,73.1,4,3.4,2.2,0.6,26.0,39.0,15.0,3.0,60.0
Aleksa Terzić,SRB,DF,Fiorentina,Serie A,22,1999,10.4,582.0,724.0,80.4,10551.0,3203.0,258.0,282.0,91.5,239.0,292.0,81.8,73.0,112.0,65.2,1,1.9,1.9,-0.9,25.0,34.0,26.0,23.0,40.0
Tetê,BRA,FW,Leicester City,Premier League,22,2000,8.2,186.0,258.0,72.1,3000.0,637.0,102.0,127.0,80.3,56.0,76.0,73.7,19.0,30.0,63.3,0,0.4,0.3,-0.4,6.0,16.0,4.0,1.0,26.0
Tetê,BRA,GK,Lyon,Ligue 1,22,2000,12.3,378.0,499.0,75.8,5666.0,1276.0,203.0,234.0,86.8,138.0,180.0,76.7,18.0,49.0,36.7,2,1.3,2.3,0.7,10.0,25.0,18.0,3.0,52.0
Kenny Tete,NED,DF,Fulham,Premier League,26,1995,28.5,1110.0,1530.0,72.5,17550.0,7197.0,598.0,691.0,86.5,403.0,563.0,71.6,81.0,165.0,49.1,5,1.9,1.9,3.1,23.0,75.0,25.0,18.0,103.0
Florian Thauvin,FRA,FW,Udinese,Serie A,29,1993,6.1,144.0,216.0,66.7,2489.0,708.0,71.0,88.0,80.7,51.0,71.0,71.8,17.0,42.0,40.5,0,1.1,1.3,-1.1,10.0,9.0,10.0,2.0,24.0
Arthur Theate,BEL,DF,Rennes,Ligue 1,22,2000,34.7,2296.0,2568.0,89.4,46250.0,15551.0,631.0,684.0,92.3,1361.0,1449.0,93.9,266.0,366.0,72.7,0,0.6,0.8,-0.6,9.0,216.0,4.0,0.0,248.0
Malick Thiaw,GER,DF,Milan,Serie A,20,2001,15.1,932.0,1056.0,88.3,18898.0,6496.0,275.0,311.0,88.4,541.0,576.0,93.9,112.0,154.0,72.7,0,0.2,0.2,-0.2,2.0,53.0,5.0,0.0,67.0
Malick Thiaw,GER,DF,Schalke 04,Bundesliga,20,2001,3.0,108.0,123.0,87.8,2266.0,690.0,25.0,30.0,83.3,72.0,79.0,91.1,11.0,14.0,78.6,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0
Jan Thielmann,GER,FW,Köln,Bundesliga,20,2002,9.7,158.0,249.0,63.5,2625.0,624.0,80.0,109.0,73.4,64.0,83.0,77.1,10.0,23.0,43.5,2,0.9,2.1,1.1,10.0,10.0,11.0,7.0,19.0
Sada Thioub,SEN,FW,Angers,Ligue 1,27,1995,11.8,427.0,533.0,80.1,6580.0,2287.0,230.0,263.0,87.5,153.0,188.0,81.4,24.0,43.0,55.8,2,1.9,1.9,0.1,15.0,46.0,19.0,8.0,57.0
Luke Thomas,ENG,DF,Leicester City,Premier League,21,2001,11.9,521.0,654.0,79.7,8116.0,3439.0,291.0,329.0,88.4,194.0,238.0,81.5,32.0,57.0,56.1,0,0.7,0.5,-0.7,5.0,38.0,7.0,2.0,48.0
Adrien Thomasson,FRA,MF,Strasbourg,Ligue 1,28,1993,10.4,429.0,524.0,81.9,6717.0,1586.0,214.0,251.0,85.3,161.0,191.0,84.3,29.0,41.0,70.7,2,1.9,1.9,0.1,17.0,25.0,13.0,2.0,41.0
Adrien Thomasson,FRA,MF,Lens,Ligue 1,28,1993,14.2,440.0,559.0,78.7,6769.0,1554.0,223.0,267.0,83.5,166.0,193.0,86.0,28.0,48.0,58.3,5,2.8,1.6,2.2,19.0,44.0,15.0,3.0,49.0
Morten Thorsby,NOR,MF,Union Berlin,Bundesliga,26,1996,9.3,119.0,191.0,62.3,1640.0,566.0,70.0,98.0,71.4,35.0,60.0,58.3,5.0,13.0,38.5,1,0.5,0.3,0.5,7.0,12.0,4.0,1.0,15.0
Kristian Thorstvedt,NOR,MF,Sassuolo,Serie A,23,1999,12.6,372.0,488.0,76.2,5598.0,1802.0,208.0,249.0,83.5,130.0,167.0,77.8,19.0,32.0,59.4,1,1.1,1.2,-0.1,10.0,44.0,6.0,1.0,60.0
Khéphren Thuram,FRA,MF,Nice,Ligue 1,21,2001,28.3,1155.0,1358.0,85.1,18557.0,4343.0,558.0,622.0,89.7,484.0,543.0,89.1,74.0,111.0,66.7,4,5.1,4.1,-1.1,36.0,107.0,24.0,2.0,128.0
Marcus Thuram,FRA,FW,M'Gladbach,Bundesliga,24,1997,27.9,415.0,561.0,74.0,5280.0,867.0,260.0,324.0,80.2,116.0,150.0,77.3,6.0,14.0,42.9,6,5.2,3.1,0.8,29.0,16.0,20.0,0.0,46.0
Alexis Tibidi,FRA,FW,Troyes,Ligue 1,18,2003,0.8,19.0,23.0,82.6,271.0,4.0,10.0,12.0,83.3,6.0,7.0,85.7,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Youri Tielemans,BEL,MF,Leicester City,Premier League,25,1997,26.0,1303.0,1623.0,80.3,21370.0,7448.0,651.0,734.0,88.7,501.0,592.0,84.6,111.0,208.0,53.4,2,4.7,3.3,-2.7,30.0,169.0,28.0,7.0,181.0
Kieran Tierney,SCO,DF,Arsenal,Premier League,25,1997,8.8,362.0,486.0,74.5,6636.0,2048.0,152.0,172.0,88.4,170.0,215.0,79.1,35.0,69.0,50.7,1,0.3,0.4,0.7,4.0,35.0,9.0,1.0,36.0
Steffen Tigges,GER,FW,Köln,Bundesliga,24,1998,17.7,200.0,348.0,57.5,2900.0,748.0,112.0,177.0,63.3,65.0,101.0,64.4,11.0,21.0,52.4,1,1.9,1.3,-0.9,17.0,26.0,13.0,3.0,31.0
Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,22,1999,31.9,1931.0,2181.0,88.5,37579.0,14089.0,614.0,646.0,95.0,1134.0,1198.0,94.7,161.0,289.0,55.7,0,0.2,0.6,-0.2,5.0,137.0,6.0,1.0,153.0
Harry Toffolo,ENG,DF,Nott'ham Forest,Premier League,26,1995,10.4,242.0,387.0,62.5,3806.0,1892.0,136.0,166.0,81.9,92.0,148.0,62.2,11.0,47.0,23.4,0,0.8,0.9,-0.8,5.0,14.0,7.0,4.0,29.0
Umut Tohumcu,GER,MF,Hoffenheim,Bundesliga,17,2004,3.0,56.0,78.0,71.8,915.0,254.0,27.0,34.0,79.4,22.0,25.0,88.0,4.0,9.0,44.4,0,0.1,0.1,-0.1,2.0,9.0,0.0,0.0,7.0
Karl Toko Ekambi,CMR,FW,Rennes,Ligue 1,29,1992,10.8,208.0,288.0,72.2,2928.0,599.0,116.0,146.0,79.5,77.0,107.0,72.0,5.0,8.0,62.5,2,1.4,0.9,0.6,12.0,10.0,8.0,2.0,21.0
Karl Toko Ekambi,CMR,FW,Lyon,Ligue 1,29,1992,15.0,493.0,617.0,79.9,7979.0,1331.0,260.0,313.0,83.1,181.0,213.0,85.0,36.0,48.0,75.0,2,3.0,3.1,-1.0,26.0,29.0,15.0,2.0,36.0
Corentin Tolisso,FRA,MF,Lyon,Ligue 1,27,1994,22.6,1710.0,1950.0,87.7,31063.0,9727.0,741.0,814.0,91.0,701.0,775.0,90.5,215.0,268.0,80.2,2,4.4,5.3,-2.4,32.0,208.0,38.0,9.0,230.0
Jeremy Toljan,GER,DF,Sassuolo,Serie A,27,1994,29.7,1363.0,1610.0,84.7,21955.0,8084.0,722.0,793.0,91.0,505.0,576.0,87.7,104.0,163.0,63.8,1,2.4,1.6,-1.4,22.0,124.0,23.0,7.0,142.0
Rafael Tolói,ITA,DF,Atalanta,Serie A,31,1990,30.9,1351.0,1682.0,80.3,24720.0,9204.0,570.0,627.0,90.9,619.0,707.0,87.6,145.0,290.0,50.0,1,1.2,1.2,-0.2,17.0,126.0,15.0,2.0,148.0
Raúl de Tomás,ESP,FW,Rayo Vallecano,La Liga,27,1994,8.9,114.0,155.0,73.5,1874.0,303.0,58.0,68.0,85.3,37.0,46.0,80.4,12.0,24.0,50.0,0,0.5,0.9,-0.5,9.0,8.0,7.0,0.0,18.0
Tiago Tomás,POR,MF,Stuttgart,Bundesliga,20,2002,14.3,197.0,326.0,60.4,2984.0,912.0,121.0,159.0,76.1,49.0,82.0,59.8,19.0,43.0,44.2,3,3.6,2.3,-0.6,20.0,10.0,16.0,5.0,25.0
Takehiro Tomiyasu,JPN,DF,Arsenal,Premier League,23,1998,7.4,384.0,474.0,81.0,6453.0,2036.0,173.0,200.0,86.5,171.0,199.0,85.9,30.0,56.0,53.6,1,0.6,0.2,0.4,4.0,41.0,6.0,2.0,51.0
James Tomkins,ENG,DF,Crystal Palace,Premier League,33,1989,3.8,138.0,171.0,80.7,2645.0,822.0,47.0,55.0,85.5,79.0,87.0,90.8,12.0,27.0,44.4,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Fikayo Tomori,ENG,DF,Milan,Serie A,24,1997,30.7,1697.0,1922.0,88.3,34375.0,10863.0,568.0,608.0,93.4,876.0,942.0,93.0,242.0,324.0,74.7,1,0.8,0.9,0.2,9.0,91.0,7.0,0.0,122.0
Sandro Tonali,ITA,MF,Milan,Serie A,22,2000,30.1,1185.0,1565.0,75.7,21009.0,6485.0,526.0,610.0,86.2,482.0,583.0,82.7,139.0,278.0,50.0,7,5.7,4.5,1.3,62.0,124.0,29.0,8.0,159.0
Lorenzo Tonelli,ITA,DF,Empoli,Serie A,32,1990,0.2,5.0,7.0,71.4,81.0,46.0,3.0,3.0,100.0,1.0,2.0,50.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ivan Toney,ENG,FW,Brentford,Premier League,26,1996,32.8,468.0,787.0,59.5,5947.0,2037.0,299.0,424.0,70.5,103.0,180.0,57.2,24.0,53.0,45.3,4,5.1,3.5,-1.1,27.0,54.0,26.0,5.0,79.0
Pablo Torre,ESP,MF,Barcelona,La Liga,19,2003,1.6,77.0,98.0,78.6,1026.0,294.0,54.0,62.0,87.1,16.0,19.0,84.2,5.0,12.0,41.7,0,0.5,0.4,-0.5,4.0,9.0,3.0,0.0,11.0
David Torres,ESP,DF,Valladolid,La Liga,19,2003,4.3,184.0,231.0,79.7,3415.0,1102.0,66.0,72.0,91.7,104.0,117.0,88.9,14.0,32.0,43.8,0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,11.0
Ferrán Torres,ESP,DF,Barcelona,La Liga,22,2000,15.5,437.0,576.0,75.9,6772.0,1479.0,250.0,285.0,87.7,144.0,192.0,75.0,33.0,62.0,53.2,2,4.1,4.2,-2.1,25.0,13.0,29.0,11.0,44.0
Óliver Torres,ESP,DF,Sevilla,La Liga,27,1994,23.7,862.0,1104.0,78.1,14469.0,3748.0,462.0,529.0,87.3,272.0,342.0,79.5,98.0,150.0,65.3,1,3.3,3.3,-2.3,37.0,98.0,29.0,8.0,136.0
Pau Torres,ESP,DF,Villarreal,La Liga,25,1997,33.9,1855.0,2179.0,85.1,37186.0,12825.0,632.0,680.0,92.9,934.0,1024.0,91.2,262.0,414.0,63.3,0,1.0,1.4,-1.0,14.0,187.0,14.0,1.0,197.0
Roberto Torres,ESP,DF,Osasuna,La Liga,33,1989,0.1,12.0,13.0,92.3,223.0,50.0,5.0,5.0,100.0,2.0,3.0,66.7,3.0,3.0,100.0,0,0.3,0.2,-0.3,2.0,0.0,0.0,0.0,0.0
Lucas Torró,ESP,MF,Osasuna,La Liga,28,1994,27.5,940.0,1166.0,80.6,15141.0,4090.0,496.0,571.0,86.9,350.0,415.0,84.3,68.0,116.0,58.6,0,0.3,0.4,-0.3,9.0,80.0,0.0,0.0,98.0
Nabil Touaizi,MAR,MF,Espanyol,La Liga,21,2001,0.0,1.0,1.0,100.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Almamy Touré,MLI,DF,Eint Frankfurt,Bundesliga,26,1996,4.4,188.0,232.0,81.0,3407.0,1258.0,68.0,76.0,89.5,99.0,115.0,86.1,17.0,28.0,60.7,1,0.6,0.5,0.4,1.0,11.0,1.0,0.0,17.0
Birama Touré,MLI,MF,Auxerre,Ligue 1,30,1992,37.8,1236.0,1538.0,80.4,23867.0,7341.0,466.0,545.0,85.5,516.0,597.0,86.4,199.0,291.0,68.4,0,0.2,0.9,-0.2,5.0,121.0,11.0,0.0,138.0
Mohamed Toure,AUS,FW,Reims,Ligue 1,18,2004,0.3,3.0,6.0,50.0,46.0,15.0,2.0,4.0,50.0,1.0,1.0,100.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Souleymane Touré,FRA,DF,Marseille,Ligue 1,19,2003,0.8,32.0,38.0,84.2,583.0,158.0,10.0,13.0,76.9,21.0,23.0,91.3,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
Souleymane Touré,FRA,DF,Auxerre,Ligue 1,19,2003,17.6,681.0,782.0,87.1,12785.0,4114.0,223.0,261.0,85.4,359.0,381.0,94.2,76.0,106.0,71.7,0,0.4,0.4,-0.4,8.0,41.0,4.0,0.0,45.0
Lucas Tousart,FRA,MF,Hertha BSC,Bundesliga,25,1997,32.7,530.0,885.0,59.9,8426.0,3235.0,268.0,402.0,66.7,197.0,282.0,69.9,36.0,94.0,38.3,2,2.0,2.1,0.0,18.0,72.0,9.0,3.0,93.0
Yoann Touzghar,TUN,FW,Ajaccio,Ligue 1,35,1986,5.0,80.0,112.0,71.4,968.0,196.0,59.0,74.0,79.7,13.0,20.0,65.0,2.0,3.0,66.7,0,0.0,0.1,0.0,1.0,5.0,0.0,0.0,7.0
Adama Traoré,ESP,FW,Wolves,Premier League,26,1996,16.6,325.0,494.0,65.8,4826.0,1228.0,198.0,264.0,75.0,85.0,129.0,65.9,25.0,46.0,54.3,1,3.7,3.2,-2.7,24.0,17.0,22.0,14.0,36.0
Bertrand Traoré,BFA,FW,Aston Villa,Premier League,26,1995,2.6,59.0,75.0,78.7,868.0,258.0,36.0,40.0,90.0,18.0,21.0,85.7,3.0,5.0,60.0,0,0.1,0.1,-0.1,1.0,1.0,5.0,3.0,9.0
Boubacar Traoré,MLI,MF,Wolves,Premier League,20,2001,4.6,118.0,149.0,79.2,1952.0,617.0,56.0,66.0,84.8,55.0,63.0,87.3,6.0,11.0,54.5,1,0.2,0.1,0.8,1.0,16.0,1.0,0.0,8.0
Charles Traore,MLI,DF,Nantes,Ligue 1,30,1992,5.4,181.0,239.0,75.7,3371.0,1427.0,68.0,81.0,84.0,84.0,107.0,78.5,21.0,38.0,55.3,0,0.5,0.4,-0.5,2.0,18.0,4.0,2.0,11.0
Hamari Traoré,MLI,DF,Rennes,Ligue 1,30,1992,28.1,1541.0,1826.0,84.4,27185.0,8228.0,633.0,709.0,89.3,759.0,868.0,87.4,124.0,194.0,63.9,4,2.6,3.6,1.4,22.0,132.0,34.0,13.0,159.0
Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,32,1990,33.0,616.0,888.0,69.4,15447.0,10068.0,133.0,134.0,99.3,327.0,332.0,98.5,151.0,412.0,36.7,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
Mark Travers,IRL,GK,Bournemouth,Premier League,23,1999,11.5,281.0,368.0,76.4,7963.0,5655.0,97.0,97.0,100.0,101.0,102.0,99.0,82.0,168.0,48.8,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Óscar Trejo,ARG,MF,Rayo Vallecano,La Liga,34,1988,23.8,811.0,1005.0,80.7,11119.0,3045.0,497.0,558.0,89.1,233.0,283.0,82.3,36.0,69.0,52.2,4,3.3,2.9,0.7,43.0,107.0,23.0,2.0,123.0
Manu Trigueros,ESP,MF,Villarreal,La Liga,30,1991,9.2,475.0,534.0,89.0,6910.0,1993.0,270.0,288.0,93.8,155.0,175.0,88.6,25.0,35.0,71.4,1,1.1,0.7,-0.1,10.0,69.0,12.0,1.0,76.0
Christopher Trimmel,AUT,DF,Union Berlin,Bundesliga,35,1987,20.1,649.0,1040.0,62.4,11591.0,5038.0,293.0,350.0,83.7,264.0,362.0,72.9,75.0,262.0,28.6,6,3.2,3.2,2.8,35.0,53.0,26.0,18.0,65.0
Théo Trinker,FRA,MF,Nice,Ligue 1,21,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kieran Trippier,ENG,DF,Newcastle Utd,Premier League,31,1990,37.1,1995.0,2788.0,71.6,38118.0,16809.0,877.0,992.0,88.4,745.0,980.0,76.0,333.0,674.0,49.4,7,12.4,11.8,-5.4,110.0,182.0,97.0,26.0,260.0
William Troost-Ekong,NGA,DF,Salernitana,Serie A,28,1993,4.9,148.0,179.0,82.7,3117.0,1047.0,31.0,36.0,86.1,102.0,112.0,91.1,13.0,24.0,54.2,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0
Leandro Trossard,BEL,FW,Arsenal,Premier League,27,1994,10.3,347.0,452.0,76.8,5770.0,1501.0,165.0,191.0,86.4,133.0,158.0,84.2,35.0,59.0,59.3,10,4.7,3.9,5.3,22.0,20.0,30.0,5.0,57.0
Leandro Trossard,BEL,FW,Brighton,Premier League,27,1994,14.6,379.0,529.0,71.6,6222.0,1920.0,199.0,236.0,84.3,124.0,178.0,69.7,40.0,63.0,63.5,2,2.1,2.1,-0.1,23.0,42.0,25.0,7.0,67.0
Adrien Truffert,FRA,DF,Rennes,Ligue 1,20,2001,21.7,1106.0,1395.0,79.3,17515.0,5252.0,544.0,621.0,87.6,487.0,625.0,77.9,52.0,87.0,59.8,6,1.5,1.6,4.5,22.0,71.0,17.0,10.0,89.0
Frank Tsadjout,ITA,FW,Cremonese,Serie A,23,1999,11.7,184.0,271.0,67.9,2340.0,400.0,113.0,155.0,72.9,54.0,76.0,71.1,3.0,8.0,37.5,1,0.5,0.3,0.5,10.0,14.0,5.0,0.0,18.0
Kostas Tsimikas,GRE,DF,Liverpool,Premier League,26,1996,8.6,474.0,618.0,76.7,8379.0,2366.0,223.0,255.0,87.5,185.0,225.0,82.2,56.0,111.0,50.5,4,1.6,1.3,2.4,18.0,20.0,7.0,4.0,26.0
Theocharis Tsingaras,GRE,MF,Toulouse,Ligue 1,21,2000,0.1,4.0,5.0,80.0,74.0,25.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0,0.1,0.0,-0.1,1.0,0.0,0.0,0.0,1.0
Viktor Tsyhankov,UKR,MF,Girona,La Liga,24,1997,16.5,433.0,622.0,69.6,6648.0,1872.0,257.0,319.0,80.6,108.0,161.0,67.1,49.0,79.0,62.0,6,2.9,3.0,3.1,36.0,21.0,16.0,2.0,46.0
Alessandro Tuia,ITA,DF,Lecce,Serie A,32,1990,5.7,142.0,204.0,69.6,3226.0,1193.0,31.0,42.0,73.8,82.0,100.0,82.0,26.0,58.0,44.8,0,0.0,0.1,0.0,1.0,15.0,1.0,1.0,20.0
Martin Turk,SVN,GK,Sampdoria,Serie A,18,2003,4.0,89.0,142.0,62.7,3103.0,2663.0,10.0,10.0,100.0,33.0,35.0,94.3,44.0,95.0,46.3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Beñat Turrientes,ESP,MF,Real Sociedad,La Liga,20,2002,1.2,40.0,47.0,85.1,707.0,113.0,20.0,23.0,87.0,14.0,14.0,100.0,5.0,9.0,55.6,0,0.2,0.0,-0.2,2.0,3.0,0.0,0.0,2.0
Tuta,BRA,DF,Eint Frankfurt,Bundesliga,23,1999,30.2,1486.0,1855.0,80.1,28536.0,10513.0,483.0,544.0,88.8,828.0,945.0,87.6,161.0,314.0,51.3,1,0.8,0.9,0.2,6.0,94.0,6.0,1.0,107.0
Iyenoma Udogie,ITA,DF,Udinese,Serie A,19,2002,30.0,931.0,1127.0,82.6,13917.0,4753.0,523.0,589.0,88.8,348.0,410.0,84.9,37.0,51.0,72.5,4,4.2,2.2,-0.2,34.0,67.0,30.0,4.0,106.0
Ike Ugbo,CAN,FW,Troyes,Ligue 1,23,1998,9.9,96.0,137.0,70.1,1188.0,156.0,57.0,76.0,75.0,30.0,38.0,78.9,0.0,3.0,0.0,1,0.5,0.3,0.5,3.0,6.0,0.0,0.0,8.0
Chimuanya Ugochukwu,FRA,MF,Rennes,Ligue 1,18,2004,14.8,566.0,648.0,87.3,10531.0,2415.0,213.0,249.0,85.5,276.0,297.0,92.9,64.0,77.0,83.1,1,0.8,0.6,0.2,3.0,43.0,3.0,0.0,50.0
Samir Ujkani,KVX,GK,Empoli,Serie A,34,1988,0.1,3.0,3.0,100.0,64.0,45.0,1.0,1.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sven Ulreich,GER,GK,Bayern Munich,Bundesliga,33,1988,3.0,110.0,131.0,84.0,2282.0,1531.0,41.0,41.0,100.0,53.0,54.0,98.1,16.0,35.0,45.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lauren Ulrich,GER,MF,Stuttgart,Bundesliga,17,2005,0.1,4.0,5.0,80.0,52.0,7.0,3.0,3.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Samuel Umtiti,FRA,DF,Lecce,Serie A,28,1993,23.5,724.0,868.0,83.4,14243.0,4927.0,243.0,281.0,86.5,371.0,396.0,93.7,97.0,159.0,61.0,0,0.1,0.2,-0.1,3.0,47.0,5.0,1.0,56.0
Enes Ünal,TUR,FW,Getafe,La Liga,25,1997,33.0,446.0,750.0,59.5,5529.0,1253.0,281.0,404.0,69.6,110.0,203.0,54.2,14.0,31.0,45.2,3,3.5,1.9,-0.5,27.0,40.0,16.0,3.0,55.0
Deniz Undav,GER,FW,Brighton,Premier League,26,1996,7.0,122.0,164.0,74.4,1504.0,325.0,84.0,100.0,84.0,25.0,36.0,69.4,5.0,10.0,50.0,0,1.1,1.1,-1.1,8.0,8.0,3.0,0.0,10.0
Cengiz Ünder,TUR,FW,Marseille,Ligue 1,25,1997,27.7,778.0,1114.0,69.8,13245.0,4270.0,405.0,484.0,83.7,255.0,366.0,69.7,89.0,182.0,48.9,4,7.9,7.4,-3.9,55.0,71.0,50.0,18.0,115.0
